Organism,VEuPathDB Project,Genome Source,Genome Version/Assembly ID,Structural Annotation Version,Is Reference Strain,Contigs,Supercontigs,Chromosomes,Protein coding genes,Non Protein coding genes,Pseudogenes,User comments,Orthologs,GO terms,EC#,NCBI taxon ID,Organellar genome(s),Search Weight,Mega base Pairs,Structural Annotation Source,Species,Strain,ChIP chip,ESTs,Genes,Microarray,Popset Sequences,Proteomics
Nosema ceranae strain PA08_1199,MicrosporidiaDB,GenBank,GCA_000988165.1,"May 5, 2015",no,536,0,0,3209,56,19,N/A,3209,1565,229,N/A,no,10,    5.69,GenBank,Nosema ceranae,strain PA08_1199,N/A,N/A,3265,N/A,4145,N/A
Nematocida displodere strain JUm2807,MicrosporidiaDB,GenBank,GCA_001642395.1,"May 11, 2016",yes,40,0,0,2278,0,0,N/A,2278,1418,224,N/A,no,10,    3.05,GenBank,Nematocida displodere,strain JUm2807,N/A,N/A,2278,N/A,26,N/A
Naegleria fowleri ATCC 30863,AmoebaDB,GenBank,GCA_000499105.1,"Nov 05, 2014",no,0,1124,0,13235,17,2,20,13235,6052,568,N/A,no,10,   29.62,Wittwer,Naegleria fowleri,ATCC 30863,N/A,N/A,13252,N/A,11674,N/A
Naegleria fowleri strain ATCC 30894,AmoebaDB,INSDC,GCA_008403515.1,"Jan 15, 2020",no,0,81,0,13765,23,0,22,13765,6657,1008,N/A,yes,10,   29.53,INSDC,Naegleria fowleri,strain ATCC 30894,N/A,N/A,13788,N/A,11205,N/A
Naegleria fowleri strain Ty,AmoebaDB,INSDC,GCA_014843625.1,"Sep 21, 2021",yes,0,0,37,9394,11,11,N/A,9394,5845,9,N/A,no,10,   27.99,AliLab,Naegleria fowleri,strain Ty,N/A,N/A,9405,N/A,11594,N/A
Nosema granulosis Ou3-Ou53,MicrosporidiaDB,INSDC,GCA_015832245.1,"Dec 08, 2020",yes,0,1754,0,3639,0,0,N/A,3639,1442,N/A,N/A,no,10,    8.86,GenBank,Nosema granulosis,Ou3-Ou53,N/A,N/A,3639,N/A,714,N/A
Naegleria lovaniensis strain ATCC 30569,AmoebaDB,INSDC,GCA_003324165.1,n/a,yes,109,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,yes,10,   30.82,n/a,Naegleria lovaniensis,strain ATCC 30569,N/A,N/A,N/A,N/A,N/A,N/A
Nematocida major JUm2507,MicrosporidiaDB,INSDC,GCA_021653875.1,"Jan 27, 2022",yes,0,111,0,2417,0,0,N/A,2417,1038,N/A,N/A,no,10,    3.79,GenBank,Nematocida major,JUm2507,N/A,N/A,2417,N/A,26,N/A
Ordospora colligata FI-SK-17-1,MicrosporidiaDB,INSDC,GCA_004325055.1,"Mar 05, 2019",no,0,26,0,1800,49,0,N/A,1800,1048,N/A,N/A,no,10,    2.27,GenBank,Ordospora colligata,FI-SK-17-1,N/A,N/A,1849,N/A,N/A,N/A
Ordospora colligata GB-EP-1,MicrosporidiaDB,INSDC,GCA_004324935.1,"Mar 05, 2019",no,0,18,0,1808,49,0,N/A,1808,1049,N/A,N/A,no,10,    2.31,GenBank,Ordospora colligata,GB-EP-1,N/A,N/A,1857,N/A,N/A,N/A
Ordospora colligata NO-V-7,MicrosporidiaDB,INSDC,GCA_004324945.1,"Mar 05, 2019",no,0,21,0,1813,49,0,N/A,1813,1049,N/A,N/A,no,10,    2.33,GenBank,Ordospora colligata,NO-V-7,N/A,N/A,1862,N/A,N/A,N/A
Plasmodium adleri G01,PlasmoDB,GenBank,GCA_900097015.1,"Nov 29, 2017",yes,68,0,14,5325,241,89,5,5325,3620,480,N/A,no,10,   22.19,Sanger,Plasmodium adleri,G01,N/A,N/A,5566,N/A,100964,N/A
Plasmodium billcollinsi G01,PlasmoDB,GenBank,GCA_900257145.1,"Nov 29, 2017",yes,75,0,14,5317,274,143,5,5317,3503,464,N/A,no,10,   23.11,Sanger,Plasmodium billcollinsi,G01,N/A,N/A,5591,N/A,106165,N/A
Plasmodium blacklocki G01,PlasmoDB,GenBank,GCA_900097035.1,"Nov 29, 2017",yes,83,0,14,5100,282,131,5,5100,3507,470,N/A,no,10,   21.84,Sanger,Plasmodium blacklocki,G01,N/A,N/A,5382,N/A,91318,N/A
Pneumocystis canis CanA,FungiDB,INSDC,GCA_017788925.1,"Apr 05, 2021",yes,0,33,0,3075,38,0,N/A,3075,2317,N/A,N/A,no,10,    7.38,GenBank,Pneumocystis canis,CanA,N/A,N/A,3113,N/A,10704,N/A
Plasmodium coatneyi Hackeri,PlasmoDB,GenBank,GCA_001680005.1,"Sep 16, 2016",yes,0,0,14,5516,59,0,5,5516,3435,487,N/A,no,10,   27.69,GenBank,Plasmodium coatneyi,Hackeri,N/A,N/A,5575,N/A,62129,N/A
Paratrypanosoma confusum CUL13,TriTrypDB,GenBank,GCA_002921335.1,"Mar 02, 2018",yes,1922,266,0,8659,0,0,2,8659,3745,51,N/A,no,10,   27.58,FlegontovLab,Paratrypanosoma confusum,CUL13,N/A,N/A,8659,N/A,25317,N/A
Peronospora effusa R13,FungiDB,INSDC,GCA_003843895.1,2018-11-27,yes,0,784,0,8603,0,0,N/A,8603,5447,692,N/A,no,10,   32.16,GenBank,Peronospora effusa,R13,N/A,N/A,8603,N/A,566,N/A
Plasmodium falciparum 7G8 2019,PlasmoDB,INSDC,GCA_009761555.1,N/A,no,0,20,0,5126,356,251,1,5126,2528,60,N/A,yes,10,   22.81,N/A,Plasmodium falciparum,7G8 2019,N/A,4018,5482,N/A,104935,N/A
Plasmodium falciparum CD01,PlasmoDB,GenBank,GCA_900617135.1,"Apr 20, 2018",no,5,0,14,5158,325,228,9,5158,2455,1078,N/A,no,10,   23.55,Sanger,Plasmodium falciparum,CD01,N/A,4030,5483,N/A,100460,N/A
Plasmodium falciparum GA01,PlasmoDB,GenBank,GCA_900632005.1,"Apr 20, 2018",no,4,0,14,5224,327,163,9,5224,2498,1083,N/A,yes,10,   23.15,Sanger,Plasmodium falciparum,GA01,N/A,3975,5551,N/A,105661,N/A
Plasmodium falciparum GB4,PlasmoDB,GenBank,GCA_900632035.1,"Apr 20, 2018",no,10,0,14,5335,302,138,9,5335,2528,1090,N/A,yes,10,   23.49,Sanger,Plasmodium falciparum,GB4,N/A,4018,5637,N/A,106080,N/A
Plasmodium falciparum GN01,PlasmoDB,GenBank,GCA_900631995.1,"Apr 20, 2018",no,3,0,14,5298,302,169,10,5298,2524,1084,N/A,yes,10,   23.71,Sanger,Plasmodium falciparum,GN01,N/A,4054,5600,N/A,105592,N/A
Plasmodium falciparum IT,PlasmoDB,GenBank,GCA_900632055.1,"Apr 20, 2018",no,11,0,14,5250,327,133,19,5250,2525,1081,N/A,yes,10,   23.18,Sanger,Plasmodium falciparum,IT,N/A,4037,5577,N/A,106302,N/A
Plasmodium falciparum KE01,PlasmoDB,GenBank,GCA_900631975.1,"Apr 20, 2018",no,5,0,14,5234,245,97,8,5234,2517,1085,N/A,yes,10,   22.79,Sanger,Plasmodium falciparum,KE01,N/A,3990,5479,N/A,105498,N/A
Plasmodium falciparum KH01,PlasmoDB,GenBank,GCA_900632025.1,"Apr 20, 2018",no,6,0,14,5264,306,169,9,5264,2489,1083,N/A,yes,10,   23.27,Sanger,Plasmodium falciparum,KH01,N/A,4001,5570,N/A,105906,N/A
Plasmodium falciparum KH02,PlasmoDB,GenBank,GCA_900632015.1,"Apr 20, 2018",no,5,0,14,5268,286,118,9,5268,2519,1086,N/A,yes,10,   23.12,Sanger,Plasmodium falciparum,KH02,N/A,3992,5554,N/A,105922,N/A
Plasmodium falciparum ML01,PlasmoDB,GenBank,GCA_900632085.1,"Apr 20, 2018",no,101,0,14,5282,785,629,8,5282,2406,1093,N/A,yes,10,   25.68,Sanger,Plasmodium falciparum,ML01,N/A,4082,6067,N/A,105285,N/A
Plasmodium falciparum NF135.C10,PlasmoDB,INSDC,GCA_009761425.1,N/A,no,0,21,0,5028,587,462,N/A,5028,2454,59,N/A,yes,10,   23.51,N/A,Plasmodium falciparum,NF135.C10,N/A,4021,5615,N/A,101821,N/A
Plasmodium falciparum NF166,PlasmoDB,INSDC,GCA_009761515.1,N/A,no,0,30,0,5153,431,313,N/A,5153,2519,60,N/A,yes,10,   23.28,N/A,Plasmodium falciparum,NF166,N/A,4058,5584,N/A,99851,N/A
Plasmodium falciparum SD01,PlasmoDB,GenBank,GCA_900632095.1,"Apr 20, 2018",no,4,0,13,5129,315,181,10,5129,2477,1079,N/A,yes,10,   22.75,Sanger,Plasmodium falciparum,SD01,N/A,4022,5444,N/A,105928,N/A
Plasmodium falciparum SN01,PlasmoDB,GenBank,GCA_900632075.1,"Apr 20, 2018",no,20,0,14,5351,241,103,8,5351,2546,1085,N/A,yes,10,   23.50,Sanger,Plasmodium falciparum,SN01,N/A,4048,5592,N/A,104996,N/A
Plasmodium falciparum TG01,PlasmoDB,GenBank,GCA_900632065.1,"Apr 20, 2018",no,63,0,14,5683,377,243,10,5683,2579,1097,N/A,yes,10,   25.94,Sanger,Plasmodium falciparum,TG01,N/A,4078,6060,N/A,106014,N/A
Plasmodium fragile strain nilgiri,PlasmoDB,GenBank,GCA_000956335.1,"Jul 26, 2016",yes,0,247,0,5672,72,15,5,5672,3454,487,N/A,yes,10,   25.91,GenBank,Plasmodium fragile,strain nilgiri,N/A,N/A,5744,N/A,66346,N/A
Plasmodium gaboni strain G01,PlasmoDB,GenBank,GCA_900097045.1,"Nov 29, 2017",no,82,0,14,5134,234,88,5,5134,3408,473,N/A,no,10,   21.38,Sanger,Plasmodium gaboni,strain G01,N/A,N/A,5368,N/A,104271,N/A
Plasmodium gaboni strain SY75,PlasmoDB,GenBank,GCA_001602025.1,"Jun 16, 2016",yes,818,0,14,5198,233,88,5,5198,3464,473,N/A,yes,10,   20.39,GenBank,Plasmodium gaboni,strain SY75,N/A,N/A,5431,N/A,91915,N/A
Plasmodium gallinaceum 8A,PlasmoDB,GenBank,GCA_900005855.1,"Sep 01, 2020",yes,152,0,0,5286,161,29,7,5286,3779,843,N/A,yes,10,   25.03,GeneDB,Plasmodium gallinaceum,8A,N/A,N/A,5447,N/A,76881,N/A
Porcisia hertigi MCOE/PA/1965/C119,TriTrypDB,INSDC,GCA_017918235.1,"Apr 15, 2021",yes,0,38,36,7891,0,0,N/A,7891,15,N/A,N/A,no,10,   34.96,GenBank,Porcisia hertigi,MCOE/PA/1965/C119,N/A,N/A,7891,N/A,28175,N/A
Pediculus humanus USDA,VectorBase,INSDC,GCA_000006295.1,PhumU2.5,yes,0,1882,0,10785,927,0,N/A,10785,7934,716,N/A,yes,10,  110.80,VectorBase,Pediculus humanus,USDA,N/A,2312,11712,N/A,N/A,N/A
Pythium insidiosum Pi-s,FungiDB,INSDC,GCA_001029375.1,"Oct 03, 2017",yes,0,1192,0,14850,0,0,N/A,14850,9510,1016,N/A,no,10,   53.24,GenBank,Pythium insidiosum,Pi-s,N/A,181,14850,N/A,651,N/A
Plasmodium knowlesi strain A1H1,PlasmoDB,INSDC,GCA_900162085.1,"Mar 15, 2021",no,0,0,14,4950,515,421,N/A,4950,3055,3,N/A,yes,10,   24.31,ClarkLab,Plasmodium knowlesi,strain A1H1,N/A,N/A,5465,N/A,75314,N/A
Plasmodium knowlesi strain Malayan Strain Pk1 A,PlasmoDB,GenBank,GCA_002140095.1,"May 15, 2017",no,0,28,0,5259,84,22,5,5259,3304,481,N/A,yes,10,   24.81,GenBank,Plasmodium knowlesi,strain Malayan Strain Pk1 A,N/A,N/A,5343,N/A,65644,N/A
Pichia kudriavzevii strain CBS5147,FungiDB,INSDC,GCA_003054405.1,N/A,no,0,0,5,0,0,0,N/A,N/A,N/A,N/A,N/A,no,10,   10.78,N/A,Pichia kudriavzevii,strain CBS5147,N/A,N/A,N/A,N/A,N/A,N/A
Pichia kudriavzevii strain CBS573,FungiDB,INSDC,GCA_003054445.1,"May 31, 2019",yes,0,0,5,5155,212,0,N/A,5155,4134,715,N/A,yes,10,   10.86,GenBank,Pichia kudriavzevii,strain CBS573,N/A,N/A,5367,N/A,8266,N/A
Pneumocystis sp. macacae isolate P2C,FungiDB,INSDC,GCA_018127085.1,"Apr 23, 2021",yes,0,3,16,3390,37,0,N/A,3390,2310,N/A,N/A,no,10,    8.27,GenBank,Pneumocystis sp. 'macacae',P2C,N/A,N/A,3427,N/A,10623,N/A
Plasmodium malariae UG01,PlasmoDB,GenBank,GCA_900090045.1,"Sep 01, 2020",yes,47,0,14,5942,773,637,8,5942,4444,833,N/A,yes,10,   33.62,GeneDB,Plasmodium malariae,UG01,N/A,N/A,6715,N/A,77416,N/A
Pseudoloma neurophilia strain MK1,MicrosporidiaDB,GenBank,GCA_001432165.1,"Nov 05, 2015",yes,1603,0,0,3645,0,0,N/A,3645,1775,283,N/A,no,10,    5.25,GenBank,Pseudoloma neurophilia,strain MK1,N/A,N/A,3645,N/A,N/A,N/A
Pyricularia oryzae BR32,FungiDB,GenBank,GCA_900474545.2,"Nov 02, 2011",no,0,111,0,14349,432,0,N/A,14349,6645,821,N/A,no,10,   41.86,GEMO,Pyricularia oryzae,BR32,N/A,555,14781,N/A,4663,N/A
Pneumocystis oryctolagi CS1,FungiDB,INSDC,GCA_017311285.1,"Mar 09, 2021",yes,0,38,0,2856,0,0,N/A,2856,2141,1,N/A,no,10,    7.64,GenBank,Pneumocystis oryctolagi,CS1,N/A,N/A,2856,N/A,9795,N/A
Plasmodium ovale curtisi GH01,PlasmoDB,GenBank,GCA_900090035.2,"Sep 01, 2020",yes,638,0,14,6671,640,500,8,6671,3348,747,N/A,yes,10,   33.49,GeneDB,Plasmodium ovale curtisi,GH01,N/A,N/A,7311,N/A,75809,N/A
Phytophthora palmivora var. palmivora strain sbr112.9,FungiDB,GenBank,GCA_002911725.1,"Feb 02, 2018",yes,24809,0,0,24674,3511,35,N/A,24674,8972,1616,N/A,no,10,  107.77,GenBank,Phytophthora palmivora,var. palmivora strain sbr112.9,N/A,N/A,28185,N/A,54020,N/A
Phlebotomus papatasi Israel,VectorBase,INSDC,GCA_000262795.1,PpapI1.6,yes,0,106826,0,11391,444,0,7,11391,7967,1146,N/A,no,10,  363.77,VectorBase,Phlebotomus papatasi,Israel,N/A,4731,11835,N/A,N/A,N/A
Phytophthora plurivora AV1007,FungiDB,GenBank,GCA_002247145.1,"Aug 11, 2017",yes,1897,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,no,10,   40.44,GenBank,Phytophthora plurivora,AV1007,N/A,N/A,N/A,N/A,N/A,N/A
Plasmodium praefalciparum strain G01,PlasmoDB,GenBank,GCA_900095595.1,"Nov 29, 2017",yes,39,0,14,5812,308,141,5,5812,4155,471,N/A,no,10,   24.96,Sanger,Plasmodium praefalciparum,strain G01,N/A,N/A,6120,N/A,100994,N/A
Phytophthora ramorum strain Pr102,FungiDB,GenBank,GCA_000149735.1,1.1,yes,0,2576,0,15492,251,251,N/A,15492,8572,1272,N/A,no,10,   66.65,JGI,Phytophthora ramorum,strain Pr102,N/A,N/A,15743,N/A,81901,N/A
Plasmodium reichenowi CDC,PlasmoDB,GenBank,GCA_000723685.1,"Sep 01, 2020",yes,356,0,14,5638,357,141,9,5638,4486,1061,N/A,yes,10,   24.06,GeneDB,Plasmodium reichenowi,CDC,N/A,N/A,5995,N/A,107329,N/A
Plasmodium reichenowi G01,PlasmoDB,GenBank,GCA_900097025.1,"Nov 29, 2017",no,34,0,14,5644,265,97,5,5644,3990,597,N/A,no,10,   24.47,Sanger,Plasmodium reichenowi,G01,N/A,N/A,5909,N/A,101509,N/A
Plasmodium relictum SGS1-like,PlasmoDB,GenBank,GCA_900005765.1,"Sep 01, 2020",yes,460,0,14,5144,168,40,7,5144,3740,892,N/A,yes,10,   22.61,GeneDB,Plasmodium relictum,SGS1-like,N/A,N/A,5312,N/A,76032,N/A
Puccinia sorghi strain RO10H11247,FungiDB,INSDC,GCA_001263375.1,"Aug 19, 2015",yes,0,15715,0,21078,691,157,N/A,21078,7991,755,N/A,no,10,   99.53,GenBank,Puccinia sorghi,strain RO10H11247,N/A,N/A,21769,N/A,23373,N/A
Puccinia striiformis strain 93-210,FungiDB,INSDC,GCA_002920065.1,"Feb 06, 2018",yes,0,492,0,15090,0,0,N/A,15090,6077,1060,N/A,yes,10,   84.63,GenBank,Puccinia striiformis,strain 93-210,N/A,783,15090,N/A,23167,N/A
Puccinia striiformis 93TX-2,FungiDB,INSDC,GCA_002920205.1,2018-02-06,no,0,561,0,14629,0,0,N/A,14629,5665,731,N/A,yes,10,   77.37,GenBank,Puccinia striiformis,93TX-2,N/A,763,14629,N/A,22896,N/A
Plasmodium vinckei Cameroon EL,PlasmoDB,INSDC,GCA_903994265.1,"Aug 06, 2020",no,0,0,14,5282,104,36,N/A,5282,3368,465,N/A,yes,10,   19.53,GenBank,Plasmodium vinckei,Cameroon EL,N/A,N/A,5386,N/A,72750,N/A
Plasmodium vinckei brucechwatti DA,PlasmoDB,INSDC,GCA_903994205.1,"Aug 06, 2020",no,0,0,14,5225,107,40,N/A,5225,3320,463,N/A,yes,10,   19.21,GenBank,Plasmodium vinckei,brucechwatti DA,N/A,N/A,5332,N/A,73188,N/A
Plasmodium vinckei lentum DE,PlasmoDB,INSDC,GCA_903994225.1,"Aug 06, 2020",no,0,0,14,5247,104,29,N/A,5247,3342,464,N/A,yes,10,   19.34,GenBank,Plasmodium vinckei,lentum DE,N/A,N/A,5351,N/A,72741,N/A
Plasmodium vinckei petteri strain CR,PlasmoDB,GenBank,GCA_000524515.1,"Jan 31, 2014",no,0,66,0,5160,53,0,6,5160,2343,491,N/A,no,10,   18.93,GenBank,Plasmodium vinckei,petteri strain CR,N/A,N/A,5213,N/A,65327,N/A
Plasmodium vinckei petteri CR 2020,PlasmoDB,INSDC,GCA_903994235.1,"Aug 06, 2020",no,0,0,14,5280,108,36,N/A,5280,3367,469,N/A,yes,10,   19.41,GenBank,Plasmodium vinckei,petteri CR 2020,N/A,N/A,5388,N/A,70286,N/A
Plasmodium vinckei vinckei CY,PlasmoDB,INSDC,GCA_900681995.1,"Jan 30, 2019",yes,0,0,14,5051,100,19,N/A,5051,3297,471,N/A,yes,10,   18.37,GenBank,Plasmodium vinckei,vinckei CY,N/A,N/A,5151,N/A,73868,N/A
Plasmodium vinckei vinckei strain vinckei,PlasmoDB,GenBank,GCA_000709005.1,"Jun 17, 2014",no,0,49,0,4954,55,0,6,4954,2321,333,N/A,no,10,   18.22,GenBank,Plasmodium vinckei,vinckei strain vinckei,N/A,N/A,5009,N/A,67633,N/A
Plasmodium vivax P01,PlasmoDB,GenBank,GCA_900093555.2,"Sep 01, 2020",yes,226,0,14,6523,338,185,50,6523,4506,852,N/A,yes,10,   29.04,GeneDB,Plasmodium vivax,P01,N/A,4218,6861,6690,73508,2150
Plasmodium vivax PvSY56,PlasmoDB,INSDC,GCA_003402215.1,N/A,no,0,14,0,0,0,0,N/A,N/A,N/A,N/A,N/A,no,10,   23.78,N/A,Plasmodium vivax,PvSY56,N/A,N/A,N/A,N/A,N/A,N/A
Plasmodium vivax-like Pvl01,PlasmoDB,Sanger,"Jun 21, 2018","Jun 21, 2018",yes,1176,0,14,5531,73,256,4,5275,2081,528,N/A,no,10,   27.33,Sanger,Plasmodium vivax-like sp.,Pvl01,N/A,N/A,5604,N/A,57654,N/A
Pneumocystis wakefieldiae 2A,FungiDB,INSDC,GCA_017301755.1,"Mar 09, 2021",yes,0,0,17,3182,41,0,N/A,3182,2359,N/A,N/A,no,10,    7.30,GenBank,Pneumocystis wakefieldiae,2A,N/A,N/A,3223,N/A,10683,N/A
Plasmodium yoelii yoelii 17X,PlasmoDB,GenBank,GCA_900002385.2,"Sep 01, 2020",yes,0,0,14,6040,223,57,453,6040,4593,801,N/A,yes,10,   23.08,GeneDB,Plasmodium yoelii,yoelii 17X,N/A,3437,6263,5908,74527,2102
Plasmodium yoelii yoelii YM,PlasmoDB,GenBank,GCA_900002395.1,"Jun 18, 2015",no,449,0,14,5630,185,54,8,5630,3928,740,N/A,yes,10,   21.90,GeneDB,Plasmodium yoelii,yoelii YM,N/A,3411,5815,N/A,74732,N/A
Rhizophagus irregularis A1 (DAOM-664342),FungiDB,GenBank,GCA_001593125.1,"Dec 11, 2017",no,11196,0,0,26476,106,0,N/A,26476,11482,1358,N/A,no,10,  125.35,GenBank,Rhizophagus irregularis,A1 (DAOM-664342),N/A,3,26582,N/A,3450,N/A
Rhizophagus irregularis C2,FungiDB,INSDC,GCA_020716745.1,"Dec 07, 2021",no,0,0,33,25544,90,0,N/A,25544,9779,2,N/A,no,10,  161.92,GenBank,Rhizophagus irregularis,C2,N/A,3,25634,N/A,2279,N/A
Raffaelea lauricola RL4,FungiDB,INSDC,GCA_014183025.1,"Feb 11, 2022",yes,0,169,0,10315,146,0,N/A,10315,5935,N/A,N/A,no,10,   34.63,RollinsLab,Raffaelea lauricola,RL4,N/A,N/A,10461,N/A,150,N/A
Rhipicephalus microplus Rmic-2018,VectorBase,INSDC,GCA_013339725.1,GCF_013339725.1,yes,7036,0,11,18598,10399,1114,N/A,18598,12194,838,N/A,yes,10, 2529.93,RefSeq,Rhipicephalus microplus,Rmic-2018,N/A,8822,28997,N/A,N/A,N/A
Rattus norvegicus BN/NHsdMcwi,HostDB,INSDC,GCA_015227675.2,"Dec 02, 2020",yes,0,153,22,23139,7421,918,N/A,23096,20735,50,N/A,yes,10, 2647.92,GenBank,Rattus norvegicus,BN/NHsdMcwi,N/A,N/A,30560,N/A,N/A,N/A
Rhodnius prolixus CDC,VectorBase,INSDC,GCA_000181055.3,RproC3.5,yes,0,16537,0,15068,670,47,N/A,15061,9832,1437,N/A,no,10,  706.82,VectorBase,Rhodnius prolixus,CDC,N/A,2248,15738,N/A,N/A,N/A
Rhipicephalus sanguineus Rsan-2018,VectorBase,INSDC,GCA_013339695.1,GCF_013339695.1,yes,2317,0,11,23522,12229,1390,N/A,23522,13675,7,N/A,yes,10, 2365.54,RefSeq,Rhipicephalus sanguineus,Rsan-2018,N/A,449,35751,N/A,N/A,N/A
Scedosporium apiospermum IHEM 14462,FungiDB,GenBank,GCA_000732125.1,"Mar 30, 2018",yes,176,0,0,8376,2544,0,2,8376,6276,1489,N/A,no,10,   43.44,GenBank,Scedosporium apiospermum,IHEM 14462,N/A,N/A,10920,N/A,2236,N/A
Stomoxys calcitrans USDA,VectorBase,INSDC,GCA_001015335.1,ScalU1.6,yes,0,12042,0,14078,2892,117,N/A,14078,10169,895,N/A,no,10,  971.19,VectorBase,Stomoxys calcitrans,USDA,N/A,292,16970,N/A,N/A,N/A
Saccharomycodes ludwigii UTAD17,FungiDB,INSDC,GCA_900491785.1,"Sep 05, 2018",yes,0,1360,0,4015,2,0,N/A,4015,3466,615,N/A,no,10,   10.79,GenBank,Saccharomycodes ludwigii,UTAD17,N/A,N/A,4017,N/A,2036,N/A
Sarcocystis neurona SN3,ToxoDB,GenBank,GCA_000727475.1,"Apr 13, 2015",yes,701,171,0,6965,124,0,5,6965,2838,1,N/A,yes,10,  124.41,KissingerLab,Sarcocystis neurona,SN3,N/A,1044,7089,N/A,2550,N/A
Sarcocystis neurona SO SN1,ToxoDB,GenBank,GCA_000875885.1,"July 23, 2015",no,0,3066,0,7077,0,0,5,7077,2819,N/A,N/A,no,10,  130.22,ParkinsonLab,Sarcocystis neurona,SO SN1,N/A,420,7077,N/A,855,N/A
Spironucleus salmonicida ATCC50377,GiardiaDB,GenBank,GCA_000497125.1,"Mar 23, 2015",yes,0,233,0,8333,174,21,10,8333,3599,419,N/A,no,10,   12.95,GenBank,Spironucleus salmonicida,ATCC50377,N/A,N/A,8507,N/A,7197,N/A
Sarcoptes scabiei Arlian,VectorBase,INSDC,GCA_000828355.1,SscaA1.2,yes,0,18859,0,10471,326,186,N/A,10471,6701,629,N/A,yes,10,   56.26,VectorBase,Sarcoptes scabiei,Arlian,N/A,507,10797,N/A,N/A,N/A
Trichoderma atroviride strain JCM 9410,FungiDB,INSDC,GCA_001599035.1,N/A,yes,0,23,0,0,0,0,N/A,N/A,N/A,N/A,N/A,no,10,   37.32,N/A,Trichoderma atroviride,strain JCM 9410,N/A,N/A,N/A,N/A,N/A,N/A
Trypanosoma brucei EATRO1125,TriTrypDB,INSDC,GCA_019096175.1,"Aug 27, 2021",no,685,0,11,8210,2680,2138,3,8210,3956,34,N/A,no,10,   64.11,RoditiLab,Trypanosoma brucei,EATRO1125,N/A,1359,10890,N/A,33962,N/A
Trypanosoma brucei Lister strain 427,TriTrypDB,GeneDB,"Jan 16, 2013","Jan 16, 2013",no,21,0,11,8844,469,530,519,8314,3659,830,N/A,no,10,   26.75,GeneDB,Trypanosoma brucei,Lister strain 427,N/A,1023,9313,N/A,33649,N/A
Trypanosoma brucei Lister strain 427 2018,TriTrypDB,GenBank,GCA_900497135.1,"Dec 17, 2018",no,272,0,44,11388,5855,5481,19,11388,4930,34,N/A,no,10,   50.08,SiegelLab,Trypanosoma brucei,Lister strain 427 2018,N/A,1057,17243,N/A,41003,N/A
Trichomonascus ciferrii CBS 4856,FungiDB,INSDC,GCA_008704605.1,"Sep 26, 2019",yes,0,583,0,6903,6,6,N/A,6903,4842,828,N/A,no,10,   20.53,GenBank,Trichomonascus ciferrii,CBS 4856,N/A,N/A,6909,N/A,30,N/A
Trypanosoma congolense IL3000 2019,TriTrypDB,GenBank,GCA_003013265.1,"Sep 10, 2019",no,364,0,11,8022,2293,2028,1011,8022,3201,1017,N/A,no,10,   39.17,Liverpool,Trypanosoma congolense,IL3000 2019,N/A,4370,10315,N/A,33296,N/A
Thelohania contejeani T1,MicrosporidiaDB,INSDC,GCA_014805555.1,"Sep 30, 2020",yes,0,1391,0,2865,0,0,N/A,2865,1297,N/A,N/A,no,10,   10.38,GenBank,Thelohania contejeani,T1,N/A,N/A,2865,N/A,N/A,N/A
Trypanosoma cruzi strain 231,TriTrypDB,GenBank,GCA_900252365.1,n/a,no,8469,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,no,10,   35.36,n/a,Trypanosoma cruzi,strain 231,N/A,N/A,N/A,N/A,N/A,N/A
Trypanosoma cruzi Brazil A4,TriTrypDB,GenBank,GCA_015033625.1,"Aug 26, 2019",no,359,0,43,14233,4475,4475,3,14233,5631,57,N/A,no,10,   45.56,TarletonLab,Trypanosoma cruzi,Brazil A4,N/A,1958,18708,N/A,36184,N/A
Trypanosoma cruzi Bug2148,TriTrypDB,GenBank,GCA_002749415.1,n/a,no,929,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,no,10,   55.16,n/a,Trypanosoma cruzi,Bug2148,N/A,N/A,N/A,N/A,N/A,N/A
Trypanosoma cruzi strain CL,TriTrypDB,INSDC,GCA_003719155.1,"Nov 05, 2018",no,0,7764,0,32278,2066,1962,N/A,32278,10216,74,N/A,no,10,   65.00,GenBank,Trypanosoma cruzi,strain CL,N/A,2147,34344,N/A,43689,N/A
Trypanosoma cruzi CL Brener Esmeraldo-like,TriTrypDB,GenBank,GCA_000209065.1,"Dec 07, 2015",yes,0,0,41,9039,1557,1299,2441,9039,6841,539,N/A,no,10,   32.53,GeneDB,Trypanosoma cruzi,CL Brener Esmeraldo-like,N/A,1693,10596,6464,36921,3623
Trypanosoma cruzi CL Brener Non-Esmeraldo-like,TriTrypDB,GenBank,GCA_000209065.1,"Dec 07, 2015",no,0,0,41,9385,1721,1446,984,9385,6948,593,N/A,no,10,   32.53,GeneDB,Trypanosoma cruzi,CL Brener Non-Esmeraldo-like,N/A,1762,11106,N/A,34568,3811
Trypanosoma cruzi Dm28c 2017,TriTrypDB,GenBank,GCA_002219105.2,"Sep 15, 2017",no,1028,0,0,13643,9227,6707,6,13643,7152,71,N/A,yes,10,   50.98,GenBank,Trypanosoma cruzi,Dm28c 2017,N/A,1955,22870,N/A,45911,N/A
